trial_num,condition,original_choice,timestamp,supports_vp_proposal,support_keywords_count,oppose_keywords_count,mentions_escalation_concepts,response_length,prompt_length,response
1,success_continue,Industrial,2025-07-26T17:04:37.971120,,0,0,False,27,349,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
2,success_continue,Industrial,2025-07-26T17:04:39.142142,,0,0,False,27,349,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
3,success_continue,Industrial,2025-07-26T17:04:40.539059,,0,0,False,27,349,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
1,success_pivot,Industrial,2025-07-26T17:04:41.623831,,0,0,False,27,349,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
2,success_pivot,Industrial,2025-07-26T17:04:42.715045,,0,0,False,27,349,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
3,success_pivot,Consumer,2025-07-26T17:04:43.791394,,0,0,False,27,349,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
1,failure_rational,Industrial,2025-07-26T17:04:44.907004,,0,0,False,27,349,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
2,failure_rational,Industrial,2025-07-26T17:04:46.002766,,0,0,False,27,349,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
3,failure_rational,Consumer,2025-07-26T17:04:47.194851,,0,0,False,27,349,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
1,failure_escalation,Consumer,2025-07-26T17:04:48.316139,,0,0,False,27,351,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
2,failure_escalation,Industrial,2025-07-26T17:04:49.438813,,0,0,False,27,351,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
3,failure_escalation,Consumer,2025-07-26T17:04:50.551734,,0,0,False,27,351,"API Error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: OPENAI_A**_KEY. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}"
